id_starname,dr3_source_id,bpmag,bpmag_err,rpmag,rpmag_err,parallax,parallax_err,feh,feh_err,feh_prov,ruwe
tic347329162,4001613814138156416,12.351968,0.002893,11.479673,0.003803,3.0816309999999,0.0162,0.2384498964173991,0.15,Poly,0.854
tic437261733,3538256769264276480,14.156156,0.003005,13.230783,0.003821,1.6139869999999,0.0208,0.1943274110804216,0.15,Poly,0.971
tic77253676,4866555051425383424,10.19132,0.002814,9.295618,0.003865,10.774726,0.011300000000000001,0.2461540577967103,0.15,Poly,0.986
tic154814765,1726398152288024832,11.604115,0.00285,10.748963,0.003823,4.661093999999901,0.0169,0.0971076465482996,0.15,Poly,1.071
tic139445453,2968240735650933376,13.966127,0.002842,13.083259,0.003794,1.149532,0.014,0.154788593229834,0.15,Poly,0.994
tic435680451,565485809489763200,11.399783,0.003016,10.540379,0.003851,5.702029,0.012799999999999999,0.2607376228838642,0.15,Poly,0.873
tic370385007,5900619211663441536,13.556254,0.00291,12.659325,0.003801,0.9521879999999999,0.0141,-0.3296770838313856,0.15,Poly,0.993
tic164767175,5140454049422547200,10.254404,0.002803,9.401155,0.003784,9.860851,0.0165,0.0149831885678608,0.15,Poly,0.826
tic21132157,103447104823054080,11.848101,0.002878,10.976542,0.003828,1.662067,0.0172,,,None,0.979
tic312508092,6089099895749223680,12.628184,0.002845,11.702699,0.003793,2.5345569999999,0.014,0.1062489560719761,0.15,Poly,0.87
tic119131709,3657702970860620416,12.014658,0.002881,11.096985,0.003815,3.770775,0.0194,0.1919463544903594,0.15,Poly,1.317
tic456560485,6637356564191254400,13.236337,0.00284,12.305063,0.003828,2.289853,0.0134,0.2060870382566184,0.15,Poly,0.997
tic87090944,473104258412065408,10.90596,0.002821,10.046314,0.003785,4.503989,0.0958,-0.2541025193519148,0.15,Poly,6.378
tic312991501,1124103034261292416,13.923173,0.003089,13.053191,0.003915,1.7198339999999999,0.0206,0.0078582868640957,0.15,Poly,1.743
tic376939759,2564787622577189760,13.875233,0.002925,12.946937,0.003835,1.6170929999999,0.0185,0.1942164046824315,0.15,Poly,0.891
tic250983039,2601900125744272256,11.743578,0.002993,10.835225,0.003803,4.68614,0.0969,0.1722177642284847,0.15,Poly,3.746
tic157266693,3465357945752055040,14.026912,0.002901,13.095753,0.003838,1.721125,0.0147,-0.1475471707725448,0.15,Poly,1.056
tic44792534,4890874702443960832,10.579633,0.002797,9.723675,0.003783,4.202217999999999,0.0156,0.34185852157872,0.15,Poly,1.121
tic448435566,5846166963439729024,12.699404,0.002874,11.777144,0.003806,1.709645,0.0102,0.311051731032955,0.15,Poly,0.927
tic209464063,5048310370810634624,11.516527,0.002834,10.611176,0.003795,6.1232579999998995,0.013699999999999999,0.1693010783321096,0.15,Poly,0.839
tic334080358,5842212879101534080,13.775116,0.002925,12.893914,0.003813,1.4438840000000002,0.0129,-0.1495915035415649,0.15,Poly,1.177
tic372818426,4775424641496743808,13.251512,0.002971,12.333412,0.003823,2.784599,0.0122,0.179795778065074,0.15,Poly,1.11
tic230982885,4911563216311083392,10.774559,0.002811,9.913788,0.003785,6.646324,0.0123,0.3593185863077153,0.15,Poly,1.049
tic167418903,5280337144228825472,12.180621,0.002852,11.315017,0.003794,4.189924,0.013699999999999999,-0.2077731532350162,0.15,Poly,1.297
tic44745133,4890849134501995392,13.43897,0.002824,12.510466,0.003799,1.478275,0.011600000000000001,0.2045477563402835,0.15,Poly,1.034
tic67300566,189461074831319680,12.362056,0.00341,11.489867,0.004018,3.080984,0.0198,-0.0656775735673562,0.15,Poly,1.072
